"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Russia",2035,3.6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Russia",2050,3.6
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Russia",2030,3.4
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Russia",2035,3.3
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Russia",2050,2.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Asia Pacific",2010,25.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Asia Pacific",2022,33.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Asia Pacific",2023,34.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Asia Pacific",2030,38.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Asia Pacific",2035,37.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Asia Pacific",2050,34.4
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Asia Pacific",2030,35.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Asia Pacific",2035,32
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Asia Pacific",2050,20.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","China",2010,8.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","China",2022,14.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","China",2023,16.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","China",2030,17.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","China",2035,16.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","China",2050,11.8
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","China",2030,16.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","China",2035,14.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","China",2050,7.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","India",2010,3.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","India",2022,5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","India",2023,5.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","India",2030,6.6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","India",2035,7.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","India",2050,7.6
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","India",2030,6.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","India",2035,6.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","India",2050,4.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Japan",2010,4.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Japan",2022,3.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Japan",2023,3.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Japan",2030,2.6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Japan",2035,2.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Japan",2050,1.7
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Japan",2030,2.3
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Japan",2035,1.7
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Japan",2050,0.7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Southeast Asia",2010,4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Southeast Asia",2022,4.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Southeast Asia",2023,5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Southeast Asia",2030,6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Southeast Asia",2035,6.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","Total energy supply","Million barrels per day","Southeast Asia",2050,7
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Southeast Asia",2030,5.5
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Southeast Asia",2035,5.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","Total energy supply","Million barrels per day","Southeast Asia",2050,3.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","International bunkers","Million barrels per day","World",2010,7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","International bunkers","Million barrels per day","World",2022,7.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","International bunkers","Million barrels per day","World",2023,7.7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","International bunkers","Million barrels per day","World",2030,8.6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","International bunkers","Million barrels per day","World",2035,8.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil","International bunkers","Million barrels per day","World",2050,9.3
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","International bunkers","Million barrels per day","World",2030,7.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","International bunkers","Million barrels per day","World",2035,6.4
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil","International bunkers","Million barrels per day","World",2050,4.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total liquids","Total energy supply","Million barrels per day","World",2022,99.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total liquids","Total energy supply","Million barrels per day","World",2023,101.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total liquids","Total energy supply","Million barrels per day","World",2030,104.6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total liquids","Total energy supply","Million barrels per day","World",2035,102.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total liquids","Total energy supply","Million barrels per day","World",2050,97.8
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total liquids","Total energy supply","Million barrels per day","World",2030,97.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total liquids","Total energy supply","Million barrels per day","World",2035,89.3
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total liquids","Total energy supply","Million barrels per day","World",2050,64.7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Biofuels","Total energy supply","Million barrels per day","World",2022,2.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Biofuels","Total energy supply","Million barrels per day","World",2023,2.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Biofuels","Total energy supply","Million barrels per day","World",2030,2.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Biofuels","Total energy supply","Million barrels per day","World",2035,3.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Biofuels","Total energy supply","Million barrels per day","World",2050,4.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Biofuels","Total energy supply","Million barrels per day","World",2030,4.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Biofuels","Total energy supply","Million barrels per day","World",2035,6.3
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Biofuels","Total energy supply","Million barrels per day","World",2050,7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Hydrogen based fuels","Total energy supply","Million barrels per day","World",2022,0
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Hydrogen based fuels","Total energy supply","Million barrels per day","World",2023,0
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Hydrogen based fuels","Total energy supply","Million barrels per day","World",2030,0
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Hydrogen based fuels","Total energy supply","Million barrels per day","World",2035,0.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Hydrogen based fuels","Total energy supply","Million barrels per day","World",2050,0.6
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Hydrogen based fuels","Total energy supply","Million barrels per day","World",2030,0.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Hydrogen based fuels","Total energy supply","Million barrels per day","World",2035,1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Hydrogen based fuels","Total energy supply","Million barrels per day","World",2050,4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total oil","Total energy supply","Million barrels per day","World",2022,97.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total oil","Total energy supply","Million barrels per day","World",2023,99.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total oil","Total energy supply","Million barrels per day","World",2030,101.7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total oil","Total energy supply","Million barrels per day","World",2035,99.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total oil","Total energy supply","Million barrels per day","World",2050,93.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total oil","Total energy supply","Million barrels per day","World",2030,92.8
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total oil","Total energy supply","Million barrels per day","World",2035,82
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total oil","Total energy supply","Million barrels per day","World",2050,53.7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","CTL, GTL and additives","Total energy supply","Million barrels per day","World",2022,0.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","CTL, GTL and additives","Total energy supply","Million barrels per day","World",2023,1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","CTL, GTL and additives","Total energy supply","Million barrels per day","World",2030,0.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","CTL, GTL and additives","Total energy supply","Million barrels per day","World",2035,1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","CTL, GTL and additives","Total energy supply","Million barrels per day","World",2050,0.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","CTL, GTL and additives","Total energy supply","Million barrels per day","World",2030,0.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","CTL, GTL and additives","Total energy supply","Million barrels per day","World",2035,0.7
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","CTL, GTL and additives","Total energy supply","Million barrels per day","World",2050,0.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Direct use of crude oil","Total energy supply","Million barrels per day","World",2022,1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Direct use of crude oil","Total energy supply","Million barrels per day","World",2023,0.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Direct use of crude oil","Total energy supply","Million barrels per day","World",2030,0.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Direct use of crude oil","Total energy supply","Million barrels per day","World",2035,0.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Direct use of crude oil","Total energy supply","Million barrels per day","World",2050,0.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Direct use of crude oil","Total energy supply","Million barrels per day","World",2030,0.3
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Direct use of crude oil","Total energy supply","Million barrels per day","World",2035,0.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Direct use of crude oil","Total energy supply","Million barrels per day","World",2050,0.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil products","Total energy supply","Million barrels per day","World",2022,95.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil products","Total energy supply","Million barrels per day","World",2023,97.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil products","Total energy supply","Million barrels per day","World",2030,100.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil products","Total energy supply","Million barrels per day","World",2035,97.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Oil products","Total energy supply","Million barrels per day","World",2050,92.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil products","Total energy supply","Million barrels per day","World",2030,91.6
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil products","Total energy supply","Million barrels per day","World",2035,81.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Oil products","Total energy supply","Million barrels per day","World",2050,53.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","LPG and ethane","Total energy supply","Million barrels per day","World",2022,14
"World Energy Outlook 2024","Stated Policies Scenario","Energy","LPG and ethane","Total energy supply","Million barrels per day","World",2023,14
"World Energy Outlook 2024","Stated Policies Scenario","Energy","LPG and ethane","Total energy supply","Million barrels per day","World",2030,16.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","LPG and ethane","Total energy supply","Million barrels per day","World",2035,17.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","LPG and ethane","Total energy supply","Million barrels per day","World",2050,17.8
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","LPG and ethane","Total energy supply","Million barrels per day","World",2030,13.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","LPG and ethane","Total energy supply","Million barrels per day","World",2035,13.5
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","LPG and ethane","Total energy supply","Million barrels per day","World",2050,11.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Naphtha","Total energy supply","Million barrels per day","World",2022,6.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Naphtha","Total energy supply","Million barrels per day","World",2023,7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Naphtha","Total energy supply","Million barrels per day","World",2030,7.7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Naphtha","Total energy supply","Million barrels per day","World",2035,8.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Naphtha","Total energy supply","Million barrels per day","World",2050,9.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Naphtha","Total energy supply","Million barrels per day","World",2030,6
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Naphtha","Total energy supply","Million barrels per day","World",2035,6.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Naphtha","Total energy supply","Million barrels per day","World",2050,6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Gasoline","Total energy supply","Million barrels per day","World",2022,24.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Gasoline","Total energy supply","Million barrels per day","World",2023,25
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Gasoline","Total energy supply","Million barrels per day","World",2030,23.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Gasoline","Total energy supply","Million barrels per day","World",2035,21.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Gasoline","Total energy supply","Million barrels per day","World",2050,17.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Gasoline","Total energy supply","Million barrels per day","World",2030,22.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Gasoline","Total energy supply","Million barrels per day","World",2035,17.7
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Gasoline","Total energy supply","Million barrels per day","World",2050,7.6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Kerosene","Total energy supply","Million barrels per day","World",2022,6.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Kerosene","Total energy supply","Million barrels per day","World",2023,7.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Kerosene","Total energy supply","Million barrels per day","World",2030,8.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Kerosene","Total energy supply","Million barrels per day","World",2035,9.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Kerosene","Total energy supply","Million barrels per day","World",2050,10.6
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Kerosene","Total energy supply","Million barrels per day","World",2030,7.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Kerosene","Total energy supply","Million barrels per day","World",2035,7.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Kerosene","Total energy supply","Million barrels per day","World",2050,6.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Diesel","Total energy supply","Million barrels per day","World",2022,27.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Diesel","Total energy supply","Million barrels per day","World",2023,27.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Diesel","Total energy supply","Million barrels per day","World",2030,28.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Diesel","Total energy supply","Million barrels per day","World",2035,27.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Diesel","Total energy supply","Million barrels per day","World",2050,25.5
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Diesel","Total energy supply","Million barrels per day","World",2030,25.4
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Diesel","Total energy supply","Million barrels per day","World",2035,22.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Diesel","Total energy supply","Million barrels per day","World",2050,12.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Fuel oil","Total energy supply","Million barrels per day","World",2022,6.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Fuel oil","Total energy supply","Million barrels per day","World",2023,6.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Fuel oil","Total energy supply","Million barrels per day","World",2030,5.7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Fuel oil","Total energy supply","Million barrels per day","World",2035,5.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Fuel oil","Total energy supply","Million barrels per day","World",2050,4.5
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Fuel oil","Total energy supply","Million barrels per day","World",2030,4.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Fuel oil","Total energy supply","Million barrels per day","World",2035,3
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Fuel oil","Total energy supply","Million barrels per day","World",2050,1.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Other products","Total energy supply","Million barrels per day","World",2022,10
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Other products","Total energy supply","Million barrels per day","World",2023,10.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Other products","Total energy supply","Million barrels per day","World",2030,9.7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Other products","Total energy supply","Million barrels per day","World",2035,8.6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Other products","Total energy supply","Million barrels per day","World",2050,7.4
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Other products","Total energy supply","Million barrels per day","World",2030,12.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Other products","Total energy supply","Million barrels per day","World",2035,10.6
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Other products","Total energy supply","Million barrels per day","World",2050,8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Products from NGLs","Total energy supply","Million barrels per day","World",2022,12.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Products from NGLs","Total energy supply","Million barrels per day","World",2023,12.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Products from NGLs","Total energy supply","Million barrels per day","World",2030,14.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Products from NGLs","Total energy supply","Million barrels per day","World",2035,13.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Products from NGLs","Total energy supply","Million barrels per day","World",2050,11.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Products from NGLs","Total energy supply","Million barrels per day","World",2030,12.5
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Products from NGLs","Total energy supply","Million barrels per day","World",2035,11.5
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Products from NGLs","Total energy supply","Million barrels per day","World",2050,8.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery products","Total energy supply","Million barrels per day","World",2022,83
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery products","Total energy supply","Million barrels per day","World",2023,84.4
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery products","Total energy supply","Million barrels per day","World",2030,86.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery products","Total energy supply","Million barrels per day","World",2035,84.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery products","Total energy supply","Million barrels per day","World",2050,81
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Refinery products","Total energy supply","Million barrels per day","World",2030,79.1
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Refinery products","Total energy supply","Million barrels per day","World",2035,69.6
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Refinery products","Total energy supply","Million barrels per day","World",2050,45.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery market share","Total energy supply","Percentage","World",2022,0.835851
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery market share","Total energy supply","Percentage","World",2023,0.8323472
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery market share","Total energy supply","Percentage","World",2030,0.8231357
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery market share","Total energy supply","Percentage","World",2035,0.8251953
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Refinery market share","Total energy supply","Percentage","World",2050,0.8282208
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Refinery market share","Total energy supply","Percentage","World",2030,0.8079673
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Refinery market share","Total energy supply","Percentage","World",2035,0.7793953
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Refinery market share","Total energy supply","Percentage","World",2050,0.6970634
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","North America",2023,21.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","North America",2030,21.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","North America",2035,20.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","North America",2050,20.6
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refining capacity","Million barrels per day","North America",2030,21
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refining capacity","Million barrels per day","North America",2035,18.8
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refining capacity","Million barrels per day","North America",2050,9.6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","North America",2023,18.6
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","North America",2030,17.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","North America",2035,16.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","North America",2050,16
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refinery runs","Million barrels per day","North America",2030,16.5
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refinery runs","Million barrels per day","North America",2035,14.4
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refinery runs","Million barrels per day","North America",2050,7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","Europe",2023,15.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","Europe",2030,14.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","Europe",2035,13.7
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","Europe",2050,13
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refining capacity","Million barrels per day","Europe",2030,13.4
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refining capacity","Million barrels per day","Europe",2035,9.7
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refining capacity","Million barrels per day","Europe",2050,6.3
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","Europe",2023,12.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","Europe",2030,11.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","Europe",2035,9.8
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","Europe",2050,8.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refinery runs","Million barrels per day","Europe",2030,9.5
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refinery runs","Million barrels per day","Europe",2035,6.3
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refinery runs","Million barrels per day","Europe",2050,3.5
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","Asia Pacific",2023,38.2
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","Asia Pacific",2030,39.9
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","Asia Pacific",2035,40.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","Asia Pacific",2050,39.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refining capacity","Million barrels per day","Asia Pacific",2030,39.8
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refining capacity","Million barrels per day","Asia Pacific",2035,37.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refining capacity","Million barrels per day","Asia Pacific",2050,26.1
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","Asia Pacific",2023,31
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","Asia Pacific",2030,32
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","Asia Pacific",2035,32
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refinery runs","Million barrels per day","Asia Pacific",2050,30.9
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refinery runs","Million barrels per day","Asia Pacific",2030,30.2
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refinery runs","Million barrels per day","Asia Pacific",2035,28.3
"World Energy Outlook 2024","Announced Pledges Scenario","Energy","Total","Refinery runs","Million barrels per day","Asia Pacific",2050,19
"World Energy Outlook 2024","Stated Policies Scenario","Energy","Total","Refining capacity","Million barrels per day","Japan and Korea",2023,6.8
